job_link,pexels_query,bg_video_url,is_related
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,career innovation,https://videos.pexels.com/video-files/3129424/3129424-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,UI engineering,https://videos.pexels.com/video-files/853919/853919-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,hybrid workplace,https://videos.pexels.com/video-files/7682562/7682562-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,virtual collaboration,https://videos.pexels.com/video-files/8136091/8136091-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,creating UI,https://videos.pexels.com/video-files/4928879/4928879-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,web development,https://videos.pexels.com/video-files/1350205/1350205-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,quality engineering,https://videos.pexels.com/video-files/4468754/4468754-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,tech mentorship,https://videos.pexels.com/video-files/3205618/3205618-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,accessibility technology,https://videos.pexels.com/video-files/5524279/5524279-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,intensive training,https://videos.pexels.com/video-files/4812848/4812848-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,leadership support,https://videos.pexels.com/video-files/8145136/8145136-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,software challenges,https://videos.pexels.com/video-files/3141208/3141208-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,front-end development,https://videos.pexels.com/video-files/8480293/8480293-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,complex coding,https://videos.pexels.com/video-files/28803180/12482072_1920_1080_60fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,problem solving,https://videos.pexels.com/video-files/5198161/5198161-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,modern web frameworks,https://videos.pexels.com/video-files/4884242/4884242-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,tech innovation,https://videos.pexels.com/video-files/18069166/18069166-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,smart business technology,https://videos.pexels.com/video-files/4629779/4629779-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,best workplaces,https://videos.pexels.com/video-files/7005915/7005915-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,workplace diversity,https://videos.pexels.com/video-files/7252683/7252683-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,diversity inclusion,https://videos.pexels.com/video-files/6193960/6193960-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,vibrant culture,https://videos.pexels.com/video-files/12333246/12333246-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,excellence commitment,https://videos.pexels.com/video-files/7006071/7006071-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,influence technology,https://videos.pexels.com/video-files/12433205/12433205-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29469,tech legacy,https://videos.pexels.com/video-files/28701298/12456121_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,AI innovation,https://videos.pexels.com/video-files/8328050/8328050-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,corporate transformation,https://videos.pexels.com/video-files/6563849/6563849-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,advanced technology,https://videos.pexels.com/video-files/28615170/12433558_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,intelligent assistant,https://videos.pexels.com/video-files/8979513/8979513-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,senior engineer PHP,https://videos.pexels.com/video-files/12703249/12703249-hd_1920_1080_60fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,innovative software,https://videos.pexels.com/video-files/6498514/6498514-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,data insights,https://videos.pexels.com/video-files/8141806/8141806-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,BI tools analytics,https://videos.pexels.com/video-files/8348718/8348718-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,engineering leadership,https://videos.pexels.com/video-files/8963857/8963857-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,high-quality development,https://videos.pexels.com/video-files/28803181/12482024_1920_1080_60fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,technical toolkit,https://videos.pexels.com/video-files/9373200/9373200-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,tech collaboration,https://videos.pexels.com/video-files/4624654/4624654-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,global operations,https://videos.pexels.com/video-files/6618033/6618033-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,experienced developer,https://videos.pexels.com/video-files/4146203/4146203-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,Linux environment,https://videos.pexels.com/video-files/28701296/12456053_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,hybrid work,https://videos.pexels.com/video-files/6771487/6771487-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,top workplace,https://videos.pexels.com/video-files/5977123/5977123-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,diverse team,https://videos.pexels.com/video-files/3255275/3255275-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,innovative ideas,https://videos.pexels.com/video-files/3249904/3249904-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,join our team,https://videos.pexels.com/video-files/6192775/6192775-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,AI potential,https://videos.pexels.com/video-files/3141208/3141208-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,business ingenuity,https://videos.pexels.com/video-files/8066025/8066025-hd_1920_1080_24fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,AI brilliance,https://videos.pexels.com/video-files/3129671/3129671-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29108,career opportunity,https://videos.pexels.com/video-files/5438944/5438944-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,engineering leadership,https://videos.pexels.com/video-files/8488276/8488276-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,software management,https://videos.pexels.com/video-files/7989708/7989708-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,creative workplace,https://videos.pexels.com/video-files/6193038/6193038-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,leadership mentoring,https://videos.pexels.com/video-files/8631866/8631866-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,project development,https://videos.pexels.com/video-files/7883392/7883392-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,diverse teamwork,https://videos.pexels.com/video-files/7693471/7693471-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,professional growth,https://videos.pexels.com/video-files/8102926/8102926-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,hiring engineers,https://videos.pexels.com/video-files/5439079/5439079-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,learning community,https://videos.pexels.com/video-files/5940467/5940467-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,engineering culture,https://videos.pexels.com/video-files/4174112/4174112-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,enterprise architecture,https://videos.pexels.com/video-files/4116287/4116287-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,coding conference,https://videos.pexels.com/video-files/4477803/4477803-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,data centers,https://videos.pexels.com/video-files/5716885/5716885-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,technical expertise,https://videos.pexels.com/video-files/5377271/5377271-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,employee benefits,https://videos.pexels.com/video-files/18092448/18092448-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,online learning,https://videos.pexels.com/video-files/4053047/4053047-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,community service,https://videos.pexels.com/video-files/1721589/1721589-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,artificial intelligence,https://videos.pexels.com/video-files/8084614/8084614-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,business software,https://videos.pexels.com/video-files/4629779/4629779-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,top employer,https://videos.pexels.com/video-files/4873122/4873122-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,diverse team,https://videos.pexels.com/video-files/3205624/3205624-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,leadership ambition,https://videos.pexels.com/video-files/4434068/4434068-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,tech innovation,https://videos.pexels.com/video-files/6754820/6754820-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29091,potential achieved,https://videos.pexels.com/video-files/8636277/8636277-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,futuristic business,https://videos.pexels.com/video-files/28561007/12421214_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,innovative engineer,https://videos.pexels.com/video-files/8963677/8963677-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,AI revolution,https://videos.pexels.com/video-files/8566385/8566385-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,JAVA programming,https://videos.pexels.com/video-files/4353162/4353162-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,technology innovation,https://videos.pexels.com/video-files/8328090/8328090-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,reality revolution,https://videos.pexels.com/video-files/6753733/6753733-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,innovative thinking,https://videos.pexels.com/video-files/7640074/7640074-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,problem solving,https://videos.pexels.com/video-files/4873122/4873122-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,data analysis,https://videos.pexels.com/video-files/6799669/6799669-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,AI integration,https://videos.pexels.com/video-files/4354037/4354037-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,hybrid workplace,https://videos.pexels.com/video-files/6771487/6771487-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,software design,https://videos.pexels.com/video-files/2887463/2887463-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,team leadership,https://videos.pexels.com/video-files/4433633/4433633-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,computer science,https://videos.pexels.com/video-files/3130182/3130182-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,software expertise,https://videos.pexels.com/video-files/3141208/3141208-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,coding programming,https://videos.pexels.com/video-files/3130284/3130284-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,architectural meeting,https://videos.pexels.com/video-files/8960784/8960784-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,enthusiastic professional,https://videos.pexels.com/video-files/7647783/7647783-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,decision making,https://videos.pexels.com/video-files/5519944/5519944-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,database technology,https://videos.pexels.com/video-files/853919/853919-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,server farm,https://videos.pexels.com/video-files/28679759/12451683_1920_1080_60fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,diverse team,https://videos.pexels.com/video-files/3205624/3205624-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,best workplace,https://videos.pexels.com/video-files/5234893/5234893-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,inclusive work,https://videos.pexels.com/video-files/3252776/3252776-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,AI tech,https://videos.pexels.com/video-files/3129576/3129576-hd_1920_1080_30fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,smart business,https://videos.pexels.com/video-files/7147628/7147628-hd_1920_1080_25fps.mp4,
https://sagehr.my.salesforce-sites.com/careers/fRecruit__ApplyJob?vacancyNo=VN29109,career growth,https://videos.pexels.com/video-files/5439078/5439078-hd_1920_1080_25fps.mp4,
